School,City,County/State/Country,App_All,App_Female,App_Male,App_Other,App_Unknown,Adm_All,Adm_Female,Adm_Male,Adm_Other,Adm_Unknown,Enr_All,Enr_Female,Enr_Male,Enr_Other,Enr_Unknown,Acceptance_All,Yield_All,Acceptance_Other,Yield_Other,Acceptance_Unknown,Yield_Unknown,Acceptance_Male,Yield_Male,Acceptance_Female,Yield_Female
CHAPARRAL HIGH SCHOOL,Temecula,Riverside,104.0,60.0,38.0,0.0,0.0,8.0,7.0,0.0,0,0,6.0,5.0,0.0,0,0,0.07692307692307693,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.11666666666666667,0.7142857142857143
NORTE VISTA SENIOR HIGH SCHOOL,Riverside,Riverside,35.0,21.0,13.0,0.0,0.0,4.0,3.0,0.0,0,0,0.0,0.0,0.0,0,0,0.11428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
TEMESCAL CANYON HIGH SCHOOL,Lake Elsinore,Riverside,61.0,28.0,31.0,0.0,0.0,6.0,5.0,0.0,0,0,6.0,5.0,0.0,0,0,0.09836065573770492,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,1.0
SHADOW HILLS HIGH SCHOOL,Indio,Riverside,23.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISSION VISTA ACADEMY,Corona,Riverside,12.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANCHO MIRAGE HIGH SCHOOL,Rancho Mirage,Riverside,31.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESERT HOT SPRINGS HS,Desert Hot Springs,Riverside,31.0,19.0,10.0,0.0,0.0,5.0,4.0,0.0,0,0,0.0,0.0,0.0,0,0,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0
ARLINGTON HIGH SCHOOL,Riverside,Riverside,37.0,24.0,13.0,0.0,0.0,4.0,3.0,0.0,0,0,3.0,0.0,0.0,0,0,0.10810810810810811,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
RUBIDOUX HIGH SCHOOL,Jurupa Valley,Riverside,37.0,22.0,15.0,0.0,0.0,4.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.10810810810810811,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALM DESERT HIGH SCHOOL,Palm Desert,Riverside,77.0,37.0,40.0,0.0,0.0,9.0,4.0,5.0,0,0,3.0,0.0,0.0,0,0,0.11688311688311688,0.3333333333333333,0.0,0.0,0.0,0.0,0.125,0.0,0.10810810810810811,0.0
VISTA DEL LAGO HIGH SCHOOL,Moreno Valley,Riverside,124.0,54.0,61.0,0.0,0.0,12.0,5.0,7.0,0,0,8.0,3.0,5.0,0,0,0.0967741935483871,0.6666666666666666,0.0,0.0,0.0,0.0,0.11475409836065574,0.7142857142857143,0.09259259259259259,0.6
VISTA MURRIETA HIGH SCHOOL,Murrieta,Riverside,96.0,41.0,53.0,0.0,0.0,9.0,5.0,4.0,0,0,6.0,5.0,0.0,0,0,0.09375,0.6666666666666666,0.0,0.0,0.0,0.0,0.07547169811320754,0.0,0.12195121951219512,1.0
ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,272.0,144.0,123.0,0.0,0.0,27.0,16.0,10.0,0,0,22.0,14.0,7.0,0,0,0.09926470588235294,0.8148148148148148,0.0,0.0,0.0,0.0,0.08130081300813008,0.7,0.1111111111111111,0.875
PALOMA VALLEY HIGH SCHOOL,Menifee,Riverside,41.0,23.0,17.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.07317073170731707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORANGE VISTA HIGH SCHOOL,Perris,Riverside,84.0,48.0,36.0,0.0,0.0,10.0,5.0,5.0,0,0,7.0,4.0,3.0,0,0,0.11904761904761904,0.7,0.0,0.0,0.0,0.0,0.1388888888888889,0.6,0.10416666666666667,0.8
CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,79.0,53.0,25.0,0.0,0.0,5.0,4.0,0.0,0,0,0.0,0.0,0.0,0,0,0.06329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07547169811320754,0.0
ACADEMY OF INNOVATION,Hemet,Riverside,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORONA HIGH SCHOOL,Corona,Riverside,73.0,37.0,35.0,0.0,0.0,6.0,0.0,4.0,0,0,4.0,0.0,0.0,0,0,0.0821917808219178,0.6666666666666666,0.0,0.0,0.0,0.0,0.11428571428571428,0.0,0.0,0.0
SANTIAGO HIGH SCHOOL,Corona,Riverside,72.0,43.0,28.0,0.0,0.0,9.0,5.0,4.0,0,0,6.0,4.0,0.0,0,0,0.125,0.6666666666666666,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.11627906976744186,0.8
MURRIETA VALLEY HIGH SCHOOL,Murrieta,Riverside,57.0,36.0,21.0,0.0,0.0,8.0,6.0,0.0,0,0,0.0,0.0,0.0,0,0,0.14035087719298245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
BEAUMONT HIGH SCHOOL,Beaumont,Riverside,56.0,33.0,23.0,0.0,0.0,6.0,4.0,0.0,0,0,4.0,3.0,0.0,0,0,0.10714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.75
JOHN F KENNEDY MIDDLE COLG HS,Norco,Riverside,64.0,43.0,18.0,0.0,0.0,5.0,0.0,3.0,0,0,0.0,0.0,0.0,0,0,0.078125,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
HILLCREST HIGH SCHOOL,Riverside,Riverside,64.0,34.0,29.0,0.0,0.0,4.0,3.0,0.0,0,0,3.0,3.0,0.0,0,0,0.0625,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,1.0
TEMECULA PREPARATORY SCHOOL,Winchester,Riverside,22.0,7.0,14.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PATRIOT HIGH SCHOOL,Jurupa Valley,Riverside,56.0,37.0,17.0,0.0,0.0,6.0,5.0,0.0,0,0,3.0,0.0,0.0,0,0,0.10714285714285714,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.13513513513513514,0.0
LAKESIDE HIGH SCHOOL,Lake Elsinore,Riverside,28.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORCO HIGH SCHOOL,Norco,Riverside,37.0,23.0,14.0,0.0,0.0,4.0,3.0,0.0,0,0,3.0,0.0,0.0,0,0,0.10810810810810811,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.0
CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,39.0,24.0,13.0,0.0,0.0,8.0,5.0,0.0,0,0,4.0,3.0,0.0,0,0,0.20512820512820512,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.6
RIVERSIDE POLY HIGH SCHOOL,Riverside,Riverside,80.0,48.0,28.0,0.0,0.0,8.0,5.0,3.0,0,0,4.0,3.0,0.0,0,0,0.1,0.5,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.10416666666666667,0.6
GREAT OAK HIGH SCHOOL,Temecula,Riverside,159.0,93.0,62.0,0.0,0.0,12.0,4.0,8.0,0,0,8.0,0.0,6.0,0,0,0.07547169811320754,0.6666666666666666,0.0,0.0,0.0,0.0,0.12903225806451613,0.75,0.043010752688172046,0.0
CITRUS HILL HIGH SCHOOL,Perris,Riverside,63.0,46.0,16.0,0.0,0.0,6.0,6.0,0.0,0,0,4.0,4.0,0.0,0,0,0.09523809523809523,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.6666666666666666
PALM SPRINGS HIGH SCHOOL,Palm Springs,Riverside,65.0,40.0,24.0,0.0,0.0,5.0,0.0,3.0,0,0,5.0,0.0,3.0,0,0,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.125,1.0,0.0,0.0
LA SIERRA HIGH SCHOOL,Riverside,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEMECULA VALLEY HIGH SCHOOL,Temecula,Riverside,138.0,83.0,51.0,0.0,0.0,14.0,9.0,5.0,0,0,10.0,7.0,3.0,0,0,0.10144927536231885,0.7142857142857143,0.0,0.0,0.0,0.0,0.09803921568627451,0.6,0.10843373493975904,0.7777777777777778
DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,22.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NATOMAS CHARTER SCHOOL,Sacramento,Sacramento,24.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESA VERDE HIGH SCHOOL,Citrus Heights,Sacramento,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROSEMONT HIGH SCHOOL,Sacramento,Sacramento,22.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRANKLIN HIGH SCHOOL,Elk Grove,Sacramento,17.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDERKUM HIGH SCHOOL,Sacramento,Sacramento,79.0,46.0,31.0,0.0,0.0,8.0,5.0,3.0,0,0,3.0,3.0,0.0,0,0,0.10126582278481013,0.375,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.10869565217391304,0.6
VISIONS IN EDUCATION,Carmichael,Sacramento,20.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALT HIGH SCHOOL,Galt,Sacramento,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEST CAMPUS HIGH SCHOOL,Sacramento,Sacramento,70.0,40.0,28.0,0.0,0.0,10.0,7.0,3.0,0,0,5.0,5.0,0.0,0,0,0.14285714285714285,0.5,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.175,0.7142857142857143
FLORIN HIGH SCHOOL,Sacramento,Sacramento,41.0,22.0,18.0,0.0,0.0,3.0,0.0,3.0,0,0,0.0,0.0,0.0,0,0,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
ASPIRE ALEXANDER TWILIGHT SCND,Sacramento,Sacramento,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,23.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BELLA VISTA HIGH SCHOOL,Fair Oaks,Sacramento,34.0,13.0,19.0,0.0,0.0,7.0,0.0,5.0,0,0,4.0,0.0,4.0,0,0,0.20588235294117646,0.5714285714285714,0.0,0.0,0.0,0.0,0.2631578947368421,0.8,0.0,0.0
NATOMAS HIGH SCHOOL,Sacramento,Sacramento,22.0,16.0,6.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTLAKE CHARTER HIGH SCHOOL,Sacramento,Sacramento,29.0,19.0,10.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.10344827586206896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEROY GREENE ACADEMY,Sacramento,Sacramento,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN JUAN HIGH SCHOOL,Citrus Heights,Sacramento,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIO AMERICANO HIGH SCHOOL,Sacramento,Sacramento,65.0,41.0,23.0,0.0,0.0,6.0,4.0,0.0,0,0,3.0,0.0,0.0,0,0,0.09230769230769231,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0975609756097561,0.0
FOLSOM HIGH SCHOOL,Folsom,Sacramento,149.0,86.0,59.0,0.0,0.0,8.0,6.0,0.0,0,0,4.0,3.0,0.0,0,0,0.053691275167785234,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.5
RIO LINDA SENIOR HIGH SCHOOL,Rio Linda,Sacramento,19.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUTHER BURBANK HIGH SCHOOL,Sacramento,Sacramento,39.0,21.0,18.0,0.0,0.0,4.0,4.0,0.0,0,0,0.0,0.0,0.0,0,0,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0
PLEASANT GROVE HIGH SCHOOL,Elk Grove,Sacramento,90.0,51.0,36.0,0.0,0.0,6.0,4.0,0.0,0,0,5.0,4.0,0.0,0,0,0.06666666666666667,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0784313725490196,1.0
GRANT UNION HIGH SCHOOL,Sacramento,Sacramento,33.0,17.0,15.0,0.0,0.0,7.0,3.0,4.0,0,0,0.0,0.0,0.0,0,0,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.17647058823529413,0.0
VALLEY HIGH SCHOOL,Sacramento,Sacramento,49.0,29.0,19.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.08163265306122448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAGUNA CREEK HIGH SCHOOL,Elk Grove,Sacramento,58.0,32.0,23.0,0.0,0.0,6.0,3.0,0.0,0,0,3.0,0.0,0.0,0,0,0.10344827586206896,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0
ANTELOPE HIGH SCHOOL,Antelope,Sacramento,33.0,20.0,13.0,0.0,0.0,5.0,0.0,3.0,0,0,4.0,0.0,3.0,0,0,0.15151515151515152,0.8,0.0,0.0,0.0,0.0,0.23076923076923078,1.0,0.0,0.0
LIBERTY RANCH HIGH SCHOOL,Galt,Sacramento,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,33.0,13.0,17.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIGHLANDS HIGH SCHOOL,North Highlands,Sacramento,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENCINA HIGH SCHOOL,Sacramento,Sacramento,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SACRAMENTO HIGH SCHOOL,Sacramento,Sacramento,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COSUMNES OAKS HIGH SCHOOL,Elk Grove,Sacramento,125.0,65.0,57.0,0.0,0.0,11.0,5.0,6.0,0,0,4.0,0.0,0.0,0,0,0.088,0.36363636363636365,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.07692307692307693,0.0
MONTEREY TRAIL HIGH SCHOOL,Elk Grove,Sacramento,80.0,40.0,37.0,0.0,0.0,3.0,3.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0
FUTURES HIGH SCHOOL,Sacramento,Sacramento,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREATIVE CONNECTIONS ARTS ACAD,North Highlands,Sacramento,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,22.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NATOMAS PACIFIC PATHWAYS PREP,Sacramento,Sacramento,27.0,12.0,13.0,0.0,0.0,5.0,0.0,3.0,0,0,0.0,0.0,0.0,0,0,0.18518518518518517,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0
MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,91.0,45.0,40.0,0.0,0.0,12.0,5.0,6.0,0,0,0.0,0.0,0.0,0,0,0.13186813186813187,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1111111111111111,0.0
SHELDON HIGH SCHOOL,Sacramento,Sacramento,55.0,34.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENTER HIGH SCHOOL,Antelope,Sacramento,17.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,82.0,35.0,41.0,0.0,0.0,10.0,4.0,6.0,0,0,6.0,0.0,4.0,0,0,0.12195121951219512,0.6,0.0,0.0,0.0,0.0,0.14634146341463414,0.6666666666666666,0.11428571428571428,0.0
EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIRAM W JOHNSON HIGH SCHOOL,Sacramento,Sacramento,26.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOLLISTER HIGH SCHOOL,Hollister,San Benito,60.0,30.0,30.0,0.0,0.0,4.0,4.0,0.0,0,0,0.0,0.0,0.0,0,0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0
RANCHO CUCAMONGA HIGH SCHOOL,Rancho Cucamonga,San Bernardino,144.0,74.0,65.0,0.0,0.0,13.0,8.0,5.0,0,0,10.0,6.0,4.0,0,0,0.09027777777777778,0.7692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.8,0.10810810810810811,0.75
ACADEMY FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,13.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPLAND HIGH SCHOOL,Upland,San Bernardino,105.0,49.0,52.0,0.0,0.0,10.0,4.0,5.0,0,0,8.0,3.0,4.0,0,0,0.09523809523809523,0.8,0.0,0.0,0.0,0.0,0.09615384615384616,0.8,0.08163265306122448,0.75
PACIFIC HIGH SCHOOL,San Bernardino,San Bernardino,24.0,21.0,0.0,0.0,0.0,4.0,4.0,0.0,0,0,0.0,0.0,0.0,0,0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0
HESPERIA HIGH SCHOOL,Hesperia,San Bernardino,61.0,39.0,22.0,0.0,0.0,6.0,4.0,0.0,0,0,3.0,0.0,0.0,0,0,0.09836065573770492,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.10256410256410256,0.0
YUCAIPA SENIOR HIGH SCHOOL,Yucaipa,San Bernardino,30.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VICTOR VALLEY HIGH SCHOOL,Victorville,San Bernardino,43.0,27.0,14.0,0.0,0.0,5.0,5.0,0.0,0,0,0.0,0.0,0.0,0,0,0.11627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.0
REDLANDS EAST VALLEY HS,Redlands,San Bernardino,42.0,21.0,19.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ONTARIO HIGH SCHOOL,Ontario,San Bernardino,55.0,36.0,19.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.07272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONTCLAIR HIGH SCHOOL,Montclair,San Bernardino,62.0,35.0,26.0,0.0,0.0,6.0,0.0,4.0,0,0,4.0,0.0,0.0,0,0,0.0967741935483871,0.6666666666666666,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0
CAJON HIGH SCHOOL,San Bernardino,San Bernardino,87.0,53.0,32.0,0.0,0.0,10.0,8.0,0.0,0,0,3.0,0.0,0.0,0,0,0.11494252873563218,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1509433962264151,0.0
SAGE OAK CHARTER,Redlands,San Bernardino,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN GORGONIO HIGH SCHOOL,San Bernardino,San Bernardino,30.0,17.0,13.0,0.0,0.0,4.0,3.0,0.0,0,0,3.0,0.0,0.0,0,0,0.13333333333333333,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0
GRAND TERRACE HIGH SCHOOL,Grand Terrace,San Bernardino,40.0,29.0,11.0,0.0,0.0,5.0,0.0,4.0,0,0,3.0,0.0,0.0,0,0,0.125,0.6,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0
DON ANTONIO LUGO HIGH SCHOOL,Chino,San Bernardino,27.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWENTYNINE PALMS HIGH SCHOOL,Twentynine Palms,San Bernardino,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A B MILLER HIGH SCHOOL,Fontana,San Bernardino,39.0,25.0,12.0,0.0,0.0,6.0,5.0,0.0,0,0,3.0,0.0,0.0,0,0,0.15384615384615385,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
SUMMIT HIGH SCHOOL,Fontana,San Bernardino,77.0,36.0,40.0,0.0,0.0,7.0,4.0,3.0,0,0,6.0,4.0,0.0,0,0,0.09090909090909091,0.8571428571428571,0.0,0.0,0.0,0.0,0.075,0.0,0.1111111111111111,1.0
RIALTO HIGH SCHOOL,Rialto,San Bernardino,65.0,43.0,21.0,0.0,0.0,6.0,4.0,0.0,0,0,4.0,3.0,0.0,0,0,0.09230769230769231,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.09302325581395349,0.75
WILMER AMINA CARTER HS,Rialto,San Bernardino,82.0,52.0,27.0,0.0,0.0,8.0,5.0,3.0,0,0,5.0,3.0,0.0,0,0,0.0975609756097561,0.625,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.09615384615384616,0.6
HENRY J KAISER HIGH SCHOOL,Fontana,San Bernardino,69.0,41.0,26.0,0.0,0.0,5.0,4.0,0.0,0,0,3.0,0.0,0.0,0,0,0.07246376811594203,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0975609756097561,0.0
RIM OF THE WORLD HIGH SCHOOL,Lake Arrowhead,San Bernardino,19.0,11.0,7.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.15789473684210525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXCELSIOR CHARTER SCHL VICTORVILLE,Victorville,San Bernardino,11.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERRANO HIGH SCHOOL,Phelan,San Bernardino,34.0,19.0,15.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTREPRENEUR HIGH SCHOOL,Highland,San Bernardino,14.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPTIONS FOR YOUTH - ACTON-FONTANA 2,Fontana,San Bernardino,18.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITRUS VALLEY HIGH SCHOOL,Redlands,San Bernardino,58.0,30.0,27.0,0.0,0.0,6.0,5.0,0.0,0,0,4.0,3.0,0.0,0,0,0.10344827586206896,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6
