School,City,County/State/Country,App_All,App_Female,App_Male,App_Other,App_Unknown,Adm_All,Adm_Female,Adm_Male,Adm_Other,Adm_Unknown,Enr_All,Enr_Female,Enr_Male,Enr_Other,Enr_Unknown,Acceptance_All,Yield_All,Acceptance_Other,Yield_Other,Acceptance_Unknown,Yield_Unknown,Acceptance_Male,Yield_Male,Acceptance_Female,Yield_Female
POWAY TO PALOMAR MIDDLE COLLEGE,San Diego,San Diego,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOOVER HIGH SCHOOL,San Diego,San Diego,86.0,43.0,42.0,0.0,0.0,6.0,5.0,0.0,0,0,0.0,0.0,0.0,0,0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11627906976744186,0.0
SANTANA HIGH SCHOOL,Santee,San Diego,32.0,14.0,18.0,0.0,0.0,5.0,3.0,0.0,0,0,3.0,0.0,0.0,0,0,0.15625,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0
CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,108.0,53.0,52.0,0.0,0.0,16.0,8.0,7.0,0,0,11.0,7.0,4.0,0,0,0.14814814814814814,0.6875,0.0,0.0,0.0,0.0,0.1346153846153846,0.5714285714285714,0.1509433962264151,0.875
HIGH TECH HIGH INTERNATIONAL,San Diego,San Diego,22.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTVIEW HIGH SCHOOL,San Diego,San Diego,229.0,114.0,105.0,0.0,0.0,20.0,8.0,11.0,0,0,13.0,7.0,6.0,0,0,0.08733624454148471,0.65,0.0,0.0,0.0,0.0,0.10476190476190476,0.5454545454545454,0.07017543859649122,0.875
EL CAMINO HIGH SCHOOL,Oceanside,San Diego,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCEANSIDE HIGH SCHOOL,Oceanside,San Diego,53.0,29.0,22.0,0.0,0.0,5.0,0.0,3.0,0,0,5.0,0.0,3.0,0,0,0.09433962264150944,1.0,0.0,0.0,0.0,0.0,0.13636363636363635,1.0,0.0,0.0
CANYON HILLS HIGH SCHOOL,San Diego,San Diego,48.0,31.0,16.0,0.0,0.0,4.0,0.0,3.0,0,0,3.0,0.0,0.0,0,0,0.08333333333333333,0.75,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0
KEARNY COLLEGE CONNECTIONS,San Diego,San Diego,11.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEELE CANYON HIGH SCHOOL,Spring Valley,San Diego,81.0,42.0,38.0,0.0,0.0,6.0,3.0,3.0,0,0,4.0,3.0,0.0,0,0,0.07407407407407407,0.6666666666666666,0.0,0.0,0.0,0.0,0.07894736842105263,0.0,0.07142857142857142,1.0
PACIFIC COAST ACADEMY,Poway,San Diego,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOSTONIA GLOBAL,El Cajon,San Diego,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORONADO HIGH SCHOOL,Coronado,San Diego,70.0,34.0,34.0,0.0,0.0,6.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,0.08823529411764706,0.0
MOUNT CARMEL HIGH SCHOOL,San Diego,San Diego,123.0,63.0,55.0,0.0,0.0,9.0,3.0,5.0,0,0,3.0,0.0,0.0,0,0,0.07317073170731707,0.3333333333333333,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.047619047619047616,0.0
SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,100.0,62.0,36.0,0.0,0.0,10.0,6.0,4.0,0,0,8.0,5.0,3.0,0,0,0.1,0.8,0.0,0.0,0.0,0.0,0.1111111111111111,0.75,0.0967741935483871,0.8333333333333334
POINT LOMA HIGH SCHOOL,San Diego,San Diego,93.0,40.0,48.0,0.0,0.0,8.0,0.0,6.0,0,0,5.0,0.0,4.0,0,0,0.08602150537634409,0.625,0.0,0.0,0.0,0.0,0.125,0.6666666666666666,0.0,0.0
EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,27.0,9.0,18.0,0.0,0.0,3.0,0.0,3.0,0,0,0.0,0.0,0.0,0,0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
PATRICK HENRY HIGH SCHOOL,San Diego,San Diego,134.0,78.0,54.0,0.0,0.0,13.0,8.0,5.0,0,0,4.0,0.0,3.0,0,0,0.09701492537313433,0.3076923076923077,0.0,0.0,0.0,0.0,0.09259259259259259,0.6,0.10256410256410256,0.0
HELIX HIGH SCHOOL,La Mesa,San Diego,138.0,80.0,52.0,0.0,0.0,11.0,8.0,0.0,0,0,8.0,5.0,0.0,0,0,0.07971014492753623,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.625
CRAWFORD HIGH SCHOOL,San Diego,San Diego,50.0,33.0,17.0,0.0,0.0,9.0,5.0,4.0,0,0,3.0,0.0,0.0,0,0,0.18,0.3333333333333333,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.15151515151515152,0.0
MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,81.0,45.0,35.0,0.0,0.0,8.0,5.0,3.0,0,0,4.0,0.0,3.0,0,0,0.09876543209876543,0.5,0.0,0.0,0.0,0.0,0.08571428571428572,1.0,0.1111111111111111,0.0
BONSALL HIGH SCHOOL,Bonsall,San Diego,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA JOLLA HIGH,La Jolla,San Diego,128.0,64.0,58.0,0.0,0.0,15.0,6.0,9.0,0,0,7.0,0.0,7.0,0,0,0.1171875,0.4666666666666667,0.0,0.0,0.0,0.0,0.15517241379310345,0.7777777777777778,0.09375,0.0
GROSSMONT HIGH SCHOOL,El Cajon,San Diego,46.0,27.0,18.0,0.0,0.0,4.0,3.0,0.0,0,0,3.0,3.0,0.0,0,0,0.08695652173913043,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0
CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,29.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KING-CHAVEZ COMMUNITY HIGH SCHOOL,San Diego,San Diego,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLYMPIAN HIGH SCHOOL,Chula Vista,San Diego,142.0,70.0,69.0,0.0,0.0,12.0,8.0,4.0,0,0,9.0,6.0,3.0,0,0,0.08450704225352113,0.75,0.0,0.0,0.0,0.0,0.057971014492753624,0.75,0.11428571428571428,0.75
LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,77.0,37.0,37.0,0.0,0.0,7.0,0.0,5.0,0,0,5.0,0.0,3.0,0,0,0.09090909090909091,0.7142857142857143,0.0,0.0,0.0,0.0,0.13513513513513514,0.6,0.0,0.0
VALHALLA HIGH SCHOOL,El Cajon,San Diego,68.0,41.0,27.0,0.0,0.0,12.0,8.0,4.0,0,0,8.0,4.0,4.0,0,0,0.17647058823529413,0.6666666666666666,0.0,0.0,0.0,0.0,0.14814814814814814,1.0,0.1951219512195122,0.5
BAYFRONT CHARTER HIGH SCHOOL,Chula Vista,San Diego,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIPP SAN FRANCISCO COLG PREP,San Francisco,San Francisco,20.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN FRANCISCO INTERNATIONAL HS,San Francisco,San Francisco,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,57.0,31.0,24.0,0.0,0.0,7.0,6.0,0.0,0,0,0.0,0.0,0.0,0,0,0.12280701754385964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1935483870967742,0.0
GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,196.0,99.0,93.0,0.0,0.0,16.0,9.0,6.0,0,0,9.0,5.0,3.0,0,0,0.08163265306122448,0.5625,0.0,0.0,0.0,0.0,0.06451612903225806,0.5,0.09090909090909091,0.5555555555555556
LOWELL HIGH SCHOOL,San Francisco,San Francisco,335.0,181.0,136.0,9.0,9.0,24.0,15.0,9.0,0,0,15.0,7.0,8.0,0,0,0.07164179104477612,0.625,0.0,0.0,0.0,0.0,0.0661764705882353,0.8888888888888888,0.08287292817679558,0.4666666666666667
GATEWAY HIGH SCHOOL,San Francisco,San Francisco,43.0,26.0,15.0,0.0,0.0,5.0,4.0,0.0,0,0,0.0,0.0,0.0,0,0,0.11627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0
CITY ARTS AND LEADERSHIP ACADEMY,San Francisco,San Francisco,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUTH ASAWA SCHOOL OF THE ARTS,San Francisco,San Francisco,106.0,68.0,28.0,0.0,0.0,10.0,6.0,3.0,0,0,6.0,5.0,0.0,0,0,0.09433962264150944,0.6,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.08823529411764706,0.8333333333333334
RAOUL WALLENBERG TRADITIONAL,San Francisco,San Francisco,36.0,14.0,21.0,0.0,0.0,4.0,3.0,0.0,0,0,3.0,0.0,0.0,0,0,0.1111111111111111,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0
GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,158.0,67.0,88.0,0.0,0.0,14.0,6.0,8.0,0,0,9.0,6.0,3.0,0,0,0.08860759493670886,0.6428571428571429,0.0,0.0,0.0,0.0,0.09090909090909091,0.375,0.08955223880597014,1.0
BALBOA HIGH SCHOOL,San Francisco,San Francisco,99.0,55.0,42.0,0.0,0.0,11.0,10.0,0.0,0,0,3.0,3.0,0.0,0,0,0.1111111111111111,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.3
PHILLIP & SALA BURTON ACAD HS,San Francisco,San Francisco,60.0,34.0,25.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOKAY HIGH SCHOOL,Lodi,San Joaquin,27.0,11.0,15.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LATHROP HIGH SCHOOL,Lathrop,San Joaquin,23.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA ONLINE PUBLIC SCH NORTHERN CA,Ripon,San Joaquin,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA ONLINE PUBLIC SCH MONTEREY BAY,Ripon,San Joaquin,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPIRE LANGSTON HUGHES ACADEMY,Stockton,San Joaquin,18.0,10.0,7.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINDEN HIGH SCHOOL,Linden,San Joaquin,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOCKTON COLLEGIATE INTL HIGH SCHOO,Stockton,San Joaquin,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOUNTAIN HOUSE HIGH SCHOOL,Mountain House,San Joaquin,242.0,112.0,126.0,0.0,0.0,16.0,6.0,9.0,0,0,8.0,3.0,5.0,0,0,0.06611570247933884,0.5,0.0,0.0,0.0,0.0,0.07142857142857142,0.5555555555555556,0.05357142857142857,0.5
ABLE CHARTER,Stockton,San Joaquin,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEALTH CAREERS ACADEMY HS,Stockton,San Joaquin,21.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANTECA HIGH SCHOOL,Manteca,San Joaquin,27.0,11.0,16.0,0.0,0.0,4.0,0.0,3.0,0,0,0.0,0.0,0.0,0,0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0
LODI HIGH SCHOOL,Lodi,San Joaquin,27.0,16.0,11.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESCALON HIGH SCHOOL,Escalon,San Joaquin,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CESAR CHAVEZ HIGH SCHOOL,Stockton,San Joaquin,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIPON HIGH SCHOOL,Ripon,San Joaquin,26.0,10.0,16.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOCKTON EARLY COLLEGE ACADEMY,Stockton,San Joaquin,33.0,17.0,15.0,0.0,0.0,4.0,3.0,0.0,0,0,4.0,3.0,0.0,0,0,0.12121212121212122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,1.0
CA ONLINE PUBLIC SCH CENTRAL VALLEY,Ripon,San Joaquin,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAGG HIGH SCHOOL,Stockton,San Joaquin,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIERRA HIGH SCHOOL,Manteca,San Joaquin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHN C KIMBALL HIGH SCHOOL,Tracy,San Joaquin,66.0,40.0,25.0,0.0,0.0,6.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.075,0.0
ASPIRE BENJAMIN HOLT COLG PREP,Stockton,San Joaquin,36.0,19.0,17.0,0.0,0.0,3.0,0.0,3.0,0,0,0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0
BEAR CREEK HIGH SCHOOL,Stockton,San Joaquin,24.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACIFIC LAW ACADEMY,Stockton,San Joaquin,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RONALD E MCNAIR HIGH SCHOOL,Stockton,San Joaquin,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAST UNION HIGH SCHOOL,Manteca,San Joaquin,16.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEBER INSTITUTE OF APPLIED SCIENCES,Stockton,San Joaquin,12.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VENTURE ACADEMY,Stockton,San Joaquin,15.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRACY HIGH SCHOOL,Tracy,San Joaquin,34.0,17.0,16.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.08823529411764706,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,34.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERRILL F WEST HIGH SCHOOL,Tracy,San Joaquin,38.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDWARD C MERLO INSTITUTE,Stockton,San Joaquin,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTON RANCH HIGH SCHOOL,Stockton,San Joaquin,20.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,92.0,52.0,31.0,0.0,0.0,6.0,4.0,0.0,0,0,3.0,3.0,0.0,0,0,0.06521739130434782,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.75
MORRO BAY HIGH SCHOOL,Morro Bay,San Luis Obispo,21.0,10.0,11.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,19.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COAST UNION HIGH SCHOOL,Cambria,San Luis Obispo,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIPOMO HIGH SCHOOL,Nipomo,San Luis Obispo,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENTRAL COAST NEW TECH HIGH SC,Nipomo,San Luis Obispo,13.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEMPLETON HIGH SCHOOL,Templeton,San Luis Obispo,30.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARROYO GRANDE HIGH SCHOOL,Arroyo Grande,San Luis Obispo,55.0,34.0,19.0,0.0,0.0,7.0,5.0,0.0,0,0,0.0,0.0,0.0,0,0,0.12727272727272726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14705882352941177,0.0
PASO ROBLES HIGH SCHOOL,Paso Robles,San Luis Obispo,29.0,17.0,11.0,0.0,0.0,4.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.13793103448275862,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TERRA NOVA HIGH SCHOOL,Pacifica,San Mateo,22.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMMIT PREPARATORY CHARTER HIG,Redwood City,San Mateo,26.0,12.0,13.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.11538461538461539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,167.0,93.0,66.0,0.0,0.0,15.0,7.0,7.0,0,0,10.0,5.0,5.0,0,0,0.08982035928143713,0.6666666666666666,0.0,0.0,0.0,0.0,0.10606060606060606,0.7142857142857143,0.07526881720430108,0.7142857142857143
KIPP ESPERANZA HIGH SCHOOL,East Palo Alto,San Mateo,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL CAMINO HIGH,South San Francisco,San Mateo,56.0,31.0,20.0,0.0,0.0,4.0,0.0,3.0,0,0,3.0,0.0,3.0,0,0,0.07142857142857142,0.75,0.0,0.0,0.0,0.0,0.15,1.0,0.0,0.0
SOUTH SAN FRANCISCO HS,South San Francisco,San Mateo,31.0,11.0,17.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.0967741935483871,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,41.0,27.0,13.0,0.0,0.0,5.0,0.0,3.0,0,0,3.0,0.0,0.0,0,0,0.12195121951219512,0.6,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0
MILLS HIGH SCHOOL,Millbrae,San Mateo,127.0,60.0,62.0,0.0,0.0,11.0,6.0,5.0,0,0,8.0,5.0,3.0,0,0,0.08661417322834646,0.7272727272727273,0.0,0.0,0.0,0.0,0.08064516129032258,0.6,0.1,0.8333333333333334
TIDE ACADEMY,Menlo Park,San Mateo,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAST PALO ALTO ACADEMY,East Palo Alto,San Mateo,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESIGN TECH HIGH SCHOOL,Redwood City,San Mateo,72.0,22.0,45.0,0.0,0.0,6.0,3.0,3.0,0,0,4.0,0.0,0.0,0,0,0.08333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.13636363636363635,0.0
SUMMIT PUBLIC SCHOOLS SHASTA,Daly City,San Mateo,44.0,15.0,29.0,0.0,0.0,4.0,0.0,3.0,0,0,0.0,0.0,0.0,0,0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.0
OCEANA HIGH SCHOOL,Pacifica,San Mateo,51.0,26.0,22.0,0.0,0.0,5.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.09803921568627451,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,42.0,18.0,22.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.07142857142857142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARLMONT HIGH SCHOOL,Belmont,San Mateo,303.0,158.0,124.0,8.0,13.0,24.0,11.0,11.0,0,0,13.0,7.0,5.0,0,0,0.07920792079207921,0.5416666666666666,0.0,0.0,0.0,0.0,0.08870967741935484,0.45454545454545453,0.06962025316455696,0.6363636363636364
JEFFERSON HIGH SCHOOL,Daly City,San Mateo,32.0,20.0,9.0,0.0,0.0,3.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0,0.09375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILLSDALE HIGH SCHOOL,San Mateo,San Mateo,103.0,47.0,51.0,0.0,0.0,9.0,5.0,4.0,0,0,6.0,3.0,3.0,0,0,0.08737864077669903,0.6666666666666666,0.0,0.0,0.0,0.0,0.0784313725490196,0.75,0.10638297872340426,0.6
WOODSIDE HIGH SCHOOL,Woodside,San Mateo,113.0,53.0,49.0,0.0,0.0,12.0,8.0,3.0,0,0,6.0,5.0,0.0,0,0,0.10619469026548672,0.5,0.0,0.0,0.0,0.0,0.061224489795918366,0.0,0.1509433962264151,0.625
SAN MATEO HIGH SCHOOL,San Mateo,San Mateo,126.0,59.0,56.0,5.0,6.0,11.0,7.0,4.0,0,0,4.0,3.0,0.0,0,0,0.0873015873015873,0.36363636363636365,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.11864406779661017,0.42857142857142855
MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,179.0,88.0,84.0,0.0,0.0,15.0,9.0,5.0,0,0,8.0,5.0,0.0,0,0,0.08379888268156424,0.5333333333333333,0.0,0.0,0.0,0.0,0.05952380952380952,0.0,0.10227272727272728,0.5555555555555556
