School,City,County/State/Country,App_All,App_Female,App_Male,App_Other,App_Unknown,Adm_All,Adm_Female,Adm_Male,Adm_Other,Adm_Unknown,Enr_All,Enr_Female,Enr_Male,Enr_Other,Enr_Unknown,Acceptance_Other,Yield_Other,Acceptance_Male,Yield_Male,Acceptance_Unknown,Yield_Unknown,Acceptance_All,Yield_All,Acceptance_Female,Yield_Female
NEW TRIER HIGH SCHOOL,Winnetka,IL,73.0,37.0,33.0,0.0,0.0,9.0,4.0,5.0,0,0.0,6.0,3.0,3.0,0,0,0.0,0.0,0.15151515151515152,0.6,0.0,0.0,0.1232876712328767,0.6666666666666666,0.10810810810810811,0.75
SAINT BEDE ACADEMY,Peru,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHITNEY YOUNG MAGNET HIGH SCHOOL,Chicago,IL,49.0,28.0,20.0,0.0,0.0,6.0,3.0,3.0,0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.15,0.0,0.0,0.0,0.12244897959183673,0.5,0.10714285714285714,0.0
PALATINE HIGH SCHOOL,Palatine,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VERNON HILLS HIGH SCHOOL,Vernon Hills,IL,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHAMPAIGN CENTRAL HIGH SCHOOL,Champaign,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAKE PARK HS-DISTRICT 108,Roselle,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEPHEN T MATHER HIGH SCHOOL,Chicago,IL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILLCREST HIGH SCHOOL,Country Club Hil,IL,19.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINCOLN-WAY EAST HIGH SCHOOL,Frankfort,IL,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOLIET TOWNSHIP HS WEST,Joliet,IL,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARRINGTON HIGH SCHOOL,Barrington,IL,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHN HERSEY HIGH SCHOOL,Arlington Heights,IL,13.0,7.0,6.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0
PENN HIGH SCHOOL,Mishawaka,IN,13.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0
BLOOMINGTON HIGH SCHOOL SOUTH,Bloomington,IN,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUNSTER HIGH SCHOOL,Munster,IN,11.0,8.0,0.0,0.0,0.0,4.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.375,0.0
HOMESTEAD HIGH SCHOOL,Fort Wayne,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FISHERS HIGH SCHOOL,Fishers,IN,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA LUMIERE SCHOOL,La Porte,IN,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEST LAFAYETTE JR-SR HS,West Lafayette,IN,13.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARMEL HIGH SCHOOL,Carmel,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLOOMINGTON HIGH SCHOOL NORTH,Bloomington,IN,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENTER GROVE HIGH SCHOOL,Greenwood,IN,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARK TUDOR SCHOOL,Indianapolis,IN,18.0,8.0,7.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
HAMILTON SOUTHEASTERN HIGH SCH,Fishers,IN,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CULVER ACADEMIES,Culver,IN,33.0,9.0,23.0,0.0,0.0,7.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.21212121212121213,0.0,0.0,0.0
ZIONSVILLE COMMUNITY HS,Zionsville,IN,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GARDEN CITY HIGH SCHOOL,Garden City,KS,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANHATTAN HIGH SCHOOL,Manhattan,KS,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHAWNEE MISSION EAST HIGH SCHOOL,Prairie Village,KS,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WICHITA COLLEGIATE SCHOOL,Wichita,KS,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLATHE NORTH HIGH SCHOOL,Olathe,KS,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLUE VALLEY NORTHWEST HS,Overland Park,KS,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLUE VALLEY HIGH SCHOOL,Stilwell,KS,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLUE VALLEY SOUTHWEST,Overland Park,KS,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
BLUE VALLEY WEST HIGH SCHOOL,Overland Park,KS,23.0,10.0,11.0,0.0,0.0,8.0,4.0,3.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.34782608695652173,0.0,0.4,0.0
BLUE VALLEY NORTH HIGH SCHOOL,Overland Park,KS,14.0,9.0,5.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0
BALLARD HIGH SCHOOL,Louisville,KY,32.0,18.0,13.0,0.0,0.0,3.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.09375,0.0,0.0,0.0
LOUISVILLE COLLEGIATE SCHOOL,Louisville,KY,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOTRE DAME ACADEMY,Park Hills,KY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUPONT MANUAL HIGH SCHOOL,Louisville,KY,22.0,6.0,16.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0
METAIRIE PARK COUNTRY DAY SCH,Metairie,LA,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
BATON ROUGE MAGNET HIGH SCHOOL,Baton Rouge,LA,12.0,5.0,6.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
SAINT JOSEPHS ACADEMY,Baton Rouge,LA,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CADDO PARISH MAGNET HS,Shreveport,LA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIDORE NEWMAN SCHOOL,New Orleans,LA,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
WILLOW SCHOOL NOLA,New Orleans,LA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENJAMIN FRANKLIN HIGH SCHOOL,New Orleans,LA,18.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
JESUIT HIGH SCHOOL,New Orleans,LA,43.0,20.0,21.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0
DANA HALL SCHOOL,Wellesley,MA,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARLINGTON CATHOLIC HIGH SCHOOL,Arlington,MA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROOKLINE HIGH SCHOOL,Brookline,MA,44.0,19.0,24.0,0.0,0.0,5.0,0.0,3.0,0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.125,0.0,0.0,0.0,0.11363636363636363,0.6,0.0,0.0
TABOR ACADEMY,Marion,MA,19.0,7.0,9.0,0.0,0.0,3.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,1.0,0.0,0.0
EVERETT HIGH SCHOOL,Everett,MA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWMAN SCHOOL,Boston,MA,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXBOROUGH HIGH SCHOOL,Foxborough,MA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROOKS SCHOOL,North Andover,MA,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTFORD ACADEMY,Westford,MA,19.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILBRAHAM AND MONSON ACADEMY,Wilbraham,MA,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEERFIELD ACADEMY,Deerfield,MA,26.0,8.0,15.0,0.0,0.0,4.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0
BOSTON LATIN SCHOOL,Boston,MA,25.0,15.0,9.0,0.0,0.0,5.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2,0.0,0.0,0.0
WINSOR SCHOOL,Boston,MA,16.0,14.0,0.0,0.0,0.0,5.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.35714285714285715,0.0
ANDOVER HIGH SCHOOL,Andover,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMMONWEALTH SCHOOL,Boston,MA,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMBRIDGE SCHOOL OF WESTON,Weston,MA,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHARON HIGH SCHOOL,Sharon,MA,20.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOMERVILLE HIGH SCHOOL,Somerville,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOBLE AND GREENOUGH SCHOOL,Dedham,MA,12.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHILLIPS ACADEMY,Andover,MA,84.0,33.0,44.0,0.0,0.0,11.0,6.0,4.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.13095238095238096,0.0,0.18181818181818182,0.0
SAINT JOHNS PREPARATORY SCHOOL,Danvers,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RIVERS SCHOOL, THE",Weston,MA,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAINT JOHNS HIGH SCHOOL,Shrewsbury,MA,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENTRAL CATHOLIC HIGH SCHOOL,Lawrence,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BELMONT HIGH SCHOOL,Belmont,MA,42.0,25.0,14.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0
WAKEFIELD HIGH SCHOOL,Wakefield,MA,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALDEN CATHOLIC HIGH SCHOOL,Malden,MA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTFIELD HIGH SCHOOL,Westfield,MA,16.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWTON NORTH HIGH SCHOOL,Newtonville,MA,41.0,21.0,16.0,0.0,0.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12195121951219512,0.0,0.0,0.0
MASSACHUSETTS ACADEMY MATH/SCI,Worcester,MA,20.0,8.0,11.0,0.0,0.0,6.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0
WALNUT HILL SCHOOL,Natick,MA,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THAYER ACADEMY,Braintree,MA,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMHERST REGIONAL HIGH SCHOOL,Amherst,MA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEXINGTON HIGH SCHOOL,Lexington,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BELMONT HILL SCHOOL,Belmont,MA,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONCORD ACADEMY,Concord,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYNNFIELD HIGH SCHOOL,Lynnfield,MA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALPOLE HIGH SCHOOL,Walpole,MA,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUCKINGHAM BROWNE & NICHOLS SCHOOL,Cambridge,MA,30.0,8.0,21.0,0.0,0.0,8.0,0.0,6.0,0,0.0,3.0,0.0,3.0,0,0,0.0,0.0,0.2857142857142857,0.5,0.0,0.0,0.26666666666666666,0.375,0.0,0.0
SWAMPSCOTT HIGH SCHOOL,Swampscott,MA,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTON-BOXBOROUGH REGIONAL HS,Acton,MA,43.0,16.0,24.0,0.0,0.0,5.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11627906976744186,0.0,0.1875,0.0
BURLINGTON HIGH SCHOOL,Burlington,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEDFORD HIGH SCHOOL,Bedford,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACDUFFIE SCHOOL,Granby,MA,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGONQUIN REGIONAL HIGH SCHOOL,Northborough,MA,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INTERNATIONAL SCHOOL OF BOSTON,Cambridge,MA,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRAINTREE HIGH SCHOOL,Braintree,MA,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEAVER COUNTRY DAY SCHOOL,Chestnut Hill,MA,21.0,12.0,8.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.0
MIDDLESEX SCHOOL,Concord,MA,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRIMMER AND MAY SCHOOL,Chestnut Hill,MA,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHELMSFORD HIGH SCHOOL,North Chelmsford,MA,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARTHAS VINEYARD REGIONAL HS,Oak Bluffs,MA,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONCORD-CARLISLE REGIONAL HS,Concord,MA,20.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHLAND HIGH SCHOOL,Ashland,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRINGFIELD COMMONWEALTH ACADEMY,Springfield,MA,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEEDHAM HIGH SCHOOL,Needham,MA,26.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HINGHAM HIGH SCHOOL,Hingham,MA,13.0,10.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.0,3.0,3.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,1.0,0.3,1.0
THE GOVERNOR'S ACADEMY,Byfield,MA,21.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORTHFIELD MOUNT HERMON SCHOOL,Mount Hermon,MA,34.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAINT MARKS SCHOOL,Southborough,MA,33.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WINCHESTER HIGH SCHOOL,Winchester,MA,35.0,16.0,15.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11428571428571428,0.0,0.0,0.0
DEXTER SOUTHFIELD,Brookline,MA,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORTH QUINCY HIGH SCHOOL,North Quincy,MA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
